Survived,male,female,first_class,second_class,third_class,S,C,Q,norm_age,norm_sib_sp,norm_fare,norm_parch
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.7876230661040788,0.07102672292545711,0.0
1,0,1,1,0,0,0,1,0,0.7461322081575246,0.7876230661040788,0.8706047819971869,0.0
1,0,1,0,0,1,1,0,0,0.4345991561181435,0.0,0.2130801687763713,0.0
1,0,1,1,0,0,1,0,0,0.6849507735583685,0.7876230661040788,0.8284106891701829,0.0
0,1,0,0,0,1,1,0,0,0.6849507735583685,0.0,0.2468354430379747,0.0
0,1,0,1,0,0,1,0,0,0.9374120956399438,0.0,0.8129395218002813,0.0
0,1,0,0,0,1,1,0,0,0.02531645569620253,0.959915611814346,0.5724331926863573,0.8066104078762306
1,0,1,0,0,1,1,0,0,0.4606188466947961,0.0,0.3727144866385373,0.9317862165963432
1,0,1,0,1,0,0,1,0,0.10337552742616034,0.7876230661040788,0.720112517580872,0.0
1,0,1,0,0,1,1,0,0,0.048523206751054856,0.7876230661040788,0.5239099859353025,0.8066104078762306
1,0,1,1,0,0,1,0,0,0.959212376933896,0.0,0.6652601969057665,0.0
0,1,0,0,0,1,1,0,0,0.2405063291139241,0.0,0.2468354430379747,0.0
0,1,0,0,0,1,1,0,0,0.7623066104078763,0.7876230661040788,0.7348804500703234,0.9957805907172996
0,0,1,0,0,1,1,0,0,0.10337552742616034,0.0,0.15471167369901548,0.0
1,0,1,0,1,0,1,0,0,0.9444444444444444,0.0,0.5133614627285513,0.0
0,1,0,0,0,1,0,0,1,0.02531645569620253,0.981012658227848,0.7039381153305204,0.8066104078762306
0,0,1,0,0,1,1,0,0,0.589310829817159,0.7876230661040788,0.5316455696202531,0.0
0,1,0,0,1,0,1,0,0,0.6849507735583685,0.0,0.6195499296765119,0.0
1,1,0,0,1,0,1,0,0,0.6603375527426161,0.0,0.4289732770745429,0.0
1,0,1,0,0,1,0,0,1,0.11181434599156118,0.0,0.22644163150492266,0.0
1,1,0,1,0,0,1,0,0,0.490857946554149,0.0,0.7637130801687764,0.0
0,0,1,0,0,1,1,0,0,0.07243319268635724,0.959915611814346,0.5724331926863573,0.8066104078762306
1,0,1,0,0,1,1,0,0,0.7461322081575246,0.7876230661040788,0.7433192686357244,0.9957805907172996
0,1,0,1,0,0,1,0,0,0.2116736990154712,0.959915611814346,0.9936708860759492,0.9317862165963432
0,1,0,1,0,0,0,1,0,0.7819971870604783,0.0,0.6793248945147679,0.0
0,1,0,0,1,0,1,0,0,0.9901547116736992,0.0,0.3523206751054853,0.0
0,1,0,1,0,0,0,1,0,0.490857946554149,0.7876230661040788,0.9085794655414908,0.0
0,1,0,1,0,0,1,0,0,0.8108298171589311,0.7876230661040788,0.8164556962025317,0.0
0,1,0,0,0,1,1,0,0,0.2693389592123769,0.0,0.2468354430379747,0.0
0,0,1,0,0,1,1,0,0,0.17651195499296768,0.9338959212376934,0.5316455696202531,0.0
1,0,1,0,0,1,0,1,0,0.10337552742616034,0.7876230661040788,0.3762306610407876,0.0
0,0,1,0,0,1,1,0,0,0.7819971870604783,0.7876230661040788,0.3080168776371308,0.0
0,0,1,0,1,0,1,0,0,0.4606188466947961,0.7876230661040788,0.5661040787623066,0.0
1,0,1,0,1,0,0,1,0,0.036568213783403664,0.7876230661040788,0.7932489451476794,0.9317862165963432
1,0,1,0,0,1,0,0,1,0.2116736990154712,0.0,0.1659634317862166,0.0
0,0,1,0,0,1,1,0,0,0.17651195499296768,0.7876230661040788,0.5274261603375527,0.0
0,1,0,0,0,1,1,0,0,0.06751054852320676,0.981012658227848,0.7855133614627285,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.2693389592123769,0.0,0.14486638537271448,0.0
1,0,1,1,0,0,0,1,0,0.8945147679324895,0.7876230661040788,0.8825597749648383,0.0
1,0,1,0,1,0,1,0,0,0.5253164556962026,0.7876230661040788,0.6195499296765119,0.0
0,1,0,1,0,0,0,1,0,0.9873417721518988,0.0,0.8565400843881856,0.8066104078762306
1,0,1,0,1,0,1,0,0,0.2693389592123769,0.0,0.3523206751054853,0.0
0,1,0,0,0,1,0,1,0,0.5098452883263009,0.0,0.058368495077355836,0.0
1,0,1,0,1,0,1,0,0,0.058368495077355836,0.7876230661040788,0.6842475386779184,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.09212376933895923,1.0,0.79957805907173,0.9317862165963432
0,1,0,0,0,1,0,1,0,0.30450070323488043,0.0,0.058368495077355836,0.0
0,1,0,1,0,0,1,0,0,0.8488045007032349,0.7876230661040788,0.9149085794655416,0.0
0,1,0,0,0,1,1,0,0,0.048523206751054856,0.959915611814346,0.6912798874824191,0.9317862165963432
1,0,1,0,1,0,1,0,0,0.5253164556962026,0.0,0.3523206751054853,0.0
0,1,0,0,0,1,1,0,0,0.2116736990154712,0.0,0.26863572433192684,0.0
1,0,1,0,0,1,1,0,0,0.1490857946554149,0.981012658227848,0.2130801687763713,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.4345991561181435,0.9338959212376934,0.28621659634317864,0.0
0,1,0,0,1,0,1,0,0,0.6139240506329113,0.0,0.3523206751054853,0.0
0,0,1,0,0,1,1,0,0,0.1279887482419128,1.0,0.79957805907173,0.9317862165963432
0,1,0,0,1,0,1,0,0,0.2693389592123769,0.0,0.8748241912798875,0.0
0,1,0,0,0,1,0,1,0,0.4345991561181435,0.7876230661040788,0.4774964838255977,0.0
1,1,0,0,0,1,1,0,0,0.6139240506329113,0.0,0.8403656821378341,0.0
0,1,0,0,0,1,1,0,0,0.40646976090014064,0.0,0.08931082981715892,0.0
1,1,0,0,1,0,1,0,0,0.006329113924050633,0.0,0.69971870604782,0.9317862165963432
1,0,1,0,0,1,1,0,0,0.5569620253164558,0.0,0.3931082981715893,0.0
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.0,0.29887482419127986,0.0
1,1,0,0,0,1,1,0,0,0.5253164556962026,0.0,0.3150492264416315,0.0
0,1,0,1,0,0,1,0,0,0.490857946554149,0.0,0.8045007032348785,0.0
1,0,1,0,1,0,1,0,0,0.1490857946554149,0.0,0.3523206751054853,0.0
1,0,1,0,0,1,1,0,0,0.639240506329114,0.959915611814346,0.5070323488045008,0.0
0,1,0,0,0,1,1,0,0,0.1279887482419128,0.7876230661040788,0.7573839662447257,0.9831223628691984
1,0,1,1,0,0,1,0,0,0.33473980309423346,0.959915611814346,0.9936708860759492,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.3677918424753868,0.0,0.2468354430379747,0.0
0,1,0,0,0,1,1,0,0,0.5253164556962026,0.0,0.2468354430379747,0.0
0,1,0,0,0,1,1,0,0,0.2405063291139241,0.0,0.15471167369901548,0.0
0,1,0,1,0,0,1,0,0,0.8621659634317862,0.7876230661040788,0.8537271448663868,0.0
0,1,0,0,0,1,1,0,0,0.4345991561181435,0.7876230661040788,0.560478199718706,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.9634317862165964,0.0,0.07102672292545711,0.0
0,1,0,1,0,0,0,1,0,0.9957805907172996,0.0,0.7609001406469761,0.0
1,1,0,1,0,0,0,1,0,0.33473980309423346,0.0,0.8579465541490856,0.8066104078762306
1,0,1,0,1,0,1,0,0,0.6603375527426161,0.0,0.5808720112517579,0.8066104078762306
0,1,0,0,1,0,1,0,0,0.6603375527426161,0.7876230661040788,0.6195499296765119,0.0
0,0,1,0,0,1,1,0,0,0.490857946554149,0.0,0.18424753867791846,0.0
0,1,0,1,0,0,1,0,0,0.2693389592123769,0.0,0.8867791842475388,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.639240506329114,0.0,0.2770745428973277,0.0
0,1,0,0,0,1,1,0,0,0.7348804500703234,0.9338959212376934,0.2130801687763713,0.0
0,1,0,0,0,1,1,0,0,0.490857946554149,0.0,0.18424753867791846,0.0
1,0,1,0,0,1,1,0,0,0.2693389592123769,0.0,0.08931082981715892,0.0
0,1,0,0,0,1,1,0,0,0.7461322081575246,0.0,0.18424753867791846,0.0
0,1,0,1,0,0,1,0,0,0.8706047819971869,0.0,0.8164556962025317,0.0
0,0,1,0,0,1,0,1,0,0.10829817158931083,0.7876230661040788,0.4774964838255977,0.0
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.0,0.2468354430379747,0.0
0,0,1,0,0,1,1,0,0,0.2405063291139241,0.7876230661040788,0.3255977496483826,0.0
0,0,1,0,0,1,0,1,0,0.1490857946554149,0.0,0.4824191279887477,0.0
0,1,0,0,0,1,1,0,0,0.2693389592123769,0.0,0.2130801687763713,0.0
0,1,0,0,0,1,0,0,1,0.9943741209563994,0.0,0.10618846694796062,0.0
0,1,0,0,1,0,1,0,0,0.5253164556962026,0.7876230661040788,0.5661040787623066,0.0
0,1,0,1,0,0,0,1,0,0.3677918424753868,0.0,0.9866385372714488,0.8066104078762306
0,0,1,0,0,1,1,0,0,0.02531645569620253,0.981012658227848,0.7348804500703234,0.9317862165963432
0,1,0,0,1,0,1,0,0,0.2693389592123769,0.9338959212376934,0.8748241912798875,0.0
0,1,0,0,1,0,0,1,0,0.6279887482419129,0.7876230661040788,0.720112517580872,0.0
1,0,1,0,1,0,1,0,0,0.6279887482419129,0.0,0.4289732770745429,0.0
0,1,0,1,0,0,1,0,0,0.9374120956399438,0.0,0.8867791842475388,0.8066104078762306
1,1,0,0,0,1,0,1,0,0.09563994374120956,0.7876230661040788,0.3762306610407876,0.0
1,1,0,0,0,1,1,0,0,0.3677918424753868,0.0,0.04360056258790436,0.0
0,1,0,0,0,1,1,0,0,0.8488045007032349,0.0,0.02320675105485232,0.0
0,1,0,0,0,1,0,1,0,0.639240506329114,0.0,0.18424753867791846,0.0
0,1,0,0,0,1,1,0,0,0.2405063291139241,0.0,0.030239099859353025,0.0
0,0,1,0,0,1,1,0,0,0.8706047819971869,0.7876230661040788,0.4866385372714487,0.0
1,0,1,0,1,0,1,0,0,0.5253164556962026,0.7876230661040788,0.6195499296765119,0.0
0,1,0,0,1,0,1,0,0,0.40646976090014064,0.0,0.4289732770745429,0.0
0,1,0,0,1,0,0,1,0,0.33473980309423346,0.0,0.4922644163150493,0.0
1,0,1,1,0,0,1,0,0,0.2116736990154712,0.0,0.6497890295358649,0.9317862165963432
0,1,0,1,0,0,1,0,0,0.7348804500703234,0.7876230661040788,0.8284106891701829,0.0
0,1,0,0,0,1,1,0,0,0.1279887482419128,0.0,0.3009845288326301,0.0
0,1,0,1,0,0,0,1,0,0.3677918424753868,0.0,0.90014064697609,0.0
1,0,1,0,0,1,1,0,0,0.30450070323488043,0.0,0.10618846694796062,0.0
1,0,1,0,0,1,1,0,0,0.3677918424753868,0.7876230661040788,0.5070323488045008,0.0
0,1,0,0,0,1,0,0,1,0.2116736990154712,0.0,0.02039381153305204,0.0
0,1,0,0,1,0,1,0,0,0.17651195499296768,0.0,0.3804500703234881,0.0
0,1,0,0,1,0,1,0,0,0.2116736990154712,0.7876230661040788,0.7672292545710268,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.4606188466947961,0.0,0.14064697609001406,0.0
0,0,1,0,0,1,1,0,0,0.08087201125175808,0.9338959212376934,0.7573839662447257,0.9317862165963432
0,1,0,0,1,0,1,0,0,0.729957805907173,0.0,0.6195499296765119,0.9317862165963432
0,1,0,0,1,0,1,0,0,0.8108298171589311,0.0,0.4289732770745429,0.0
0,1,0,0,1,0,1,0,0,0.9170182841068916,0.0,0.3966244725738397,0.0
1,0,1,1,0,0,1,0,0,0.30450070323488043,0.7876230661040788,0.8628691983122363,0.0
0,1,0,0,0,1,1,0,0,0.9465541490857948,0.0,0.2468354430379747,0.0
0,1,0,0,0,1,1,0,0,0.7925457102672293,0.0,0.4866385372714487,0.9317862165963432
0,1,0,1,0,0,0,1,0,0.9170182841068916,0.0,0.8551336146272855,0.8066104078762306
1,0,1,0,0,1,0,0,1,0.1279887482419128,0.0,0.09353023909985936,0.0
0,1,0,0,0,1,1,0,0,0.5569620253164558,0.0,0.2468354430379747,0.0
0,1,0,0,0,1,1,0,0,0.8340365682137835,0.0,0.5182841068917019,0.8066104078762306
1,0,1,0,1,0,1,0,0,0.7819971870604783,0.0,0.5035161744022504,0.0
0,1,0,0,0,1,1,0,0,0.4345991561181435,0.0,0.12517580872011252,0.0
0,1,0,0,0,1,1,0,0,0.1490857946554149,0.0,0.28621659634317864,0.0
0,1,0,0,0,1,1,0,0,0.014064697609001406,0.981012658227848,0.7855133614627285,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.08087201125175808,0.0,0.5569620253164558,0.9317862165963432
0,0,1,0,0,1,1,0,0,0.8488045007032349,0.7876230661040788,0.6912798874824191,0.9887482419127988
0,1,0,0,0,1,1,0,0,0.490857946554149,0.0,0.8403656821378341,0.0
0,1,0,1,0,0,1,0,0,0.9732770745428974,0.0,0.7524613220815752,0.0
0,1,0,0,0,1,0,0,1,0.048523206751054856,0.981012658227848,0.7039381153305204,0.8066104078762306
1,0,1,0,0,1,1,0,0,0.014064697609001406,0.7876230661040788,0.3727144866385373,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.2693389592123769,0.0,0.2130801687763713,0.0
0,1,0,1,0,0,0,1,0,0.950070323488045,0.0,0.7271448663853727,0.0
0,1,0,0,0,1,1,0,0,0.17651195499296768,0.7876230661040788,0.15471167369901548,0.8066104078762306
0,0,1,1,0,0,0,1,0,0.9050632911392404,0.0,0.6976090014064696,0.0
0,1,0,0,1,0,1,0,0,0.5569620253164558,0.0,0.4289732770745429,0.0
0,1,0,0,0,1,1,0,0,0.7137834036568214,0.0,0.0,0.0
0,1,0,0,0,1,1,0,0,0.08087201125175808,0.981012658227848,0.7433192686357244,0.9317862165963432
1,1,0,0,1,0,1,0,0,0.014064697609001406,0.9338959212376934,0.7749648382559775,0.8066104078762306
1,0,1,0,0,1,1,0,0,0.048523206751054856,0.0,0.5766526019690577,0.9317862165963432
1,1,0,1,0,0,1,0,0,0.8488045007032349,0.0,0.6652601969057665,0.0
0,1,0,0,0,1,0,0,1,0.7819971870604783,0.7876230661040788,0.4971870604781997,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.7137834036568214,0.0,0.18424753867791846,0.0
1,0,1,0,1,0,1,0,0,0.6139240506329113,0.0,0.4289732770745429,0.0
0,1,0,0,1,0,1,0,0,0.2116736990154712,0.0,0.4289732770745429,0.0
1,0,1,0,0,1,1,0,0,0.2116736990154712,0.7876230661040788,0.15471167369901548,0.0
1,1,0,0,1,0,1,0,0,0.036568213783403664,0.7876230661040788,0.6195499296765119,0.8066104078762306
1,0,1,1,0,0,0,1,0,0.8340365682137835,0.0,0.6793248945147679,0.0
1,0,1,1,0,0,0,1,0,0.959212376933896,0.0,0.9620253164556962,0.0
0,1,0,0,0,1,1,0,0,0.8108298171589311,0.0,0.2728551336146273,0.8066104078762306
0,0,1,0,1,0,1,0,0,0.3677918424753868,0.0,0.4289732770745429,0.0
0,1,0,0,0,1,1,0,0,0.490857946554149,0.0,0.3150492264416315,0.0
0,1,0,0,0,1,1,0,0,0.6603375527426161,0.0,0.01758087201125176,0.0
0,1,0,0,0,1,0,1,0,0.8586497890295359,0.0,0.048523206751054856,0.0
1,1,0,0,0,1,1,0,0,0.17651195499296768,0.0,0.2468354430379747,0.0
0,0,1,0,0,1,1,0,0,0.02531645569620253,0.0,0.33473980309423346,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.6139240506329113,0.7876230661040788,0.5070323488045008,0.0
1,1,0,0,0,1,0,1,0,0.4345991561181435,0.0,0.5386779184247539,0.0
1,0,1,0,0,1,0,0,1,0.1279887482419128,0.0,0.10618846694796062,0.0
1,1,0,1,0,0,0,1,0,0.7819971870604783,0.0,0.7292545710267229,0.0
0,1,0,0,0,1,1,0,0,0.3677918424753868,0.0,0.030239099859353025,0.0
1,0,1,0,1,0,1,0,0,0.6849507735583685,0.0,0.5661040787623066,0.0
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.0,0.07102672292545711,0.0
0,1,0,0,1,0,1,0,0,0.5569620253164558,0.0,0.4289732770745429,0.0
1,0,1,1,0,0,0,1,0,0.589310829817159,0.7876230661040788,0.9451476793248944,0.0
1,0,1,0,0,1,1,0,0,0.4606188466947961,0.0,0.2130801687763713,0.0
0,1,0,0,1,0,1,0,0,0.8108298171589311,0.7876230661040788,0.6758087201125176,0.0
1,0,1,1,0,0,0,1,0,0.6139240506329113,0.0,0.8804500703234881,0.0
0,1,0,0,1,0,1,0,0,0.5569620253164558,0.0,0.3523206751054853,0.0
1,1,0,0,0,1,1,0,0,0.1279887482419128,0.0,0.2468354430379747,0.0
0,1,0,0,1,0,1,0,0,0.4606188466947961,0.0,0.4289732770745429,0.0
0,1,0,0,0,1,1,0,0,0.9170182841068916,0.0,0.2468354430379747,0.0
1,1,0,1,0,0,1,0,0,0.7461322081575246,0.7876230661040788,0.9240506329113924,0.0
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.0,0.30590717299578063,0.0
1,1,0,0,1,0,1,0,0,0.2116736990154712,0.0,0.3523206751054853,0.0
0,1,0,0,0,1,1,0,0,0.2517580872011252,0.0,0.07102672292545711,0.0
0,1,0,0,1,0,1,0,0,0.17651195499296768,0.0,0.4289732770745429,0.0
1,0,1,1,0,0,1,0,0,0.6849507735583685,0.7876230661040788,0.9149085794655416,0.0
0,1,0,0,0,1,1,0,0,0.5253164556962026,0.0,0.12517580872011252,0.0
0,1,0,0,1,0,1,0,0,0.9634317862165964,0.0,0.4620253164556962,0.0
1,0,1,0,0,1,1,0,0,0.058368495077355836,0.981012658227848,0.7433192686357244,0.9317862165963432
0,1,0,0,1,0,1,0,0,0.3677918424753868,0.0,0.3523206751054853,0.0
0,1,0,0,1,0,1,0,0,0.8340365682137835,0.7876230661040788,0.6195499296765119,0.0
1,0,1,0,1,0,1,0,0,0.07243319268635724,0.0,0.6448663853727146,0.9317862165963432
0,1,0,0,1,0,1,0,0,0.2116736990154712,0.0,0.3523206751054853,0.0
0,1,0,0,1,0,1,0,0,0.639240506329114,0.0,0.38537271448663857,0.0
0,1,0,0,1,0,1,0,0,0.5253164556962026,0.0,0.3523206751054853,0.0
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.0,0.040084388185654005,0.0
0,1,0,0,0,1,0,1,0,0.5569620253164558,0.0,0.048523206751054856,0.0
0,1,0,1,0,0,0,0,1,0.8340365682137835,0.9338959212376934,0.9240506329113924,0.0
0,0,1,0,0,1,1,0,0,0.40646976090014064,0.0,0.12517580872011252,0.0
1,0,1,0,1,0,1,0,0,0.3677918424753868,0.0,0.4866385372714487,0.9317862165963432
1,1,0,1,0,0,1,0,0,0.7348804500703234,0.7876230661040788,0.8234880450070323,0.8066104078762306
0,1,0,0,1,0,1,0,0,0.9374120956399438,0.7876230661040788,0.6195499296765119,0.0
0,0,1,0,0,1,1,0,0,0.5253164556962026,0.7876230661040788,0.33473980309423346,0.8066104078762306
0,1,0,1,0,0,1,0,0,0.9774964838255976,0.0,0.6652601969057665,0.0
0,1,0,0,0,1,1,0,0,0.5569620253164558,0.7876230661040788,0.5182841068917019,0.0
0,0,1,0,0,1,1,0,0,0.7981715893108299,0.0,0.5506329113924051,0.9317862165963432
1,0,1,0,0,1,0,1,0,0.5253164556962026,0.0,0.4943741209563994,0.9317862165963432
1,0,1,1,0,0,1,0,0,0.5569620253164558,0.0,0.918424753867792,0.0
1,0,1,1,0,0,0,1,0,0.6849507735583685,0.0,1.0,0.0
1,0,1,0,1,0,1,0,0,0.9050632911392404,0.0,0.6195499296765119,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.036568213783403664,0.981012658227848,0.7433192686357244,0.9317862165963432
0,1,0,1,0,0,1,0,0,0.9261603375527426,0.7876230661040788,0.9043600562587903,0.8066104078762306
0,1,0,1,0,0,1,0,0,0.7819971870604783,0.0,0.0,0.0
0,1,0,0,1,0,1,0,0,0.7137834036568214,0.0,0.3523206751054853,0.0
0,1,0,0,0,1,1,0,0,0.1279887482419128,0.981012658227848,0.7855133614627285,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.40646976090014064,0.7876230661040788,0.12517580872011252,0.0
1,0,1,1,0,0,1,0,0,0.959212376933896,0.0,0.9704641350210971,0.8066104078762306
1,0,1,1,0,0,1,0,0,0.6849507735583685,0.0,0.959212376933896,0.0
1,1,0,0,0,1,1,0,0,0.40646976090014064,0.0,0.0,0.0
1,0,1,0,1,0,1,0,0,0.7981715893108299,0.0,0.5478199718706047,0.8066104078762306
0,1,0,1,0,0,0,1,0,0.7348804500703234,0.0,0.7097649186256781,0.8066104078762306
1,0,1,1,0,0,1,0,0,0.981012658227848,0.7876230661040788,0.8902953586497891,0.0
0,0,1,0,0,1,1,0,0,0.8488045007032349,0.0,0.10618846694796062,0.0
0,1,0,0,0,1,0,0,1,0.06751054852320676,0.981012658227848,0.7039381153305204,0.8066104078762306
1,0,1,0,0,1,1,0,0,0.6849507735583685,0.7876230661040788,0.5534458509142053,0.8066104078762306
0,1,0,0,0,1,0,0,1,0.9873417721518988,0.0,0.10618846694796062,0.0
0,1,0,0,0,1,1,0,0,0.490857946554149,0.0,0.15471167369901548,0.0
0,1,0,0,0,1,1,0,0,0.1279887482419128,0.0,0.3150492264416315,0.0
1,1,0,0,0,1,1,0,0,0.2116736990154712,0.0,0.2468354430379747,0.0
0,1,0,0,0,1,0,1,0,0.639240506329114,0.0,0.28621659634317864,0.0
1,1,0,0,0,1,1,0,0,0.5569620253164558,0.0,0.3150492264416315,0.0
0,1,0,0,0,1,1,0,0,0.30450070323488043,0.0,0.18424753867791846,0.0
1,1,0,0,1,0,1,0,0,0.8108298171589311,0.0,0.4289732770745429,0.0
1,0,1,0,0,1,0,0,1,0.30450070323488043,0.0,0.10618846694796062,0.0
1,0,1,1,0,0,1,0,0,0.4345991561181435,0.0,0.8973277074542898,0.0
1,0,1,1,0,0,0,1,0,0.2116736990154712,0.7876230661040788,0.9296765119549929,0.0
0,1,0,0,1,0,0,1,0,0.7137834036568214,0.0,0.3994374120956399,0.0
